EAR       	MAR	       Label
0.315361267	0.00889578	0
0.31910707	0.013011609	0
0.342926407	0.0516702	0
0.359515887	0.025174802	0
0.364934496	0.112887305	0
0.339766503	0.027287895	0
0.334479985	0.014101692	0
0.342931449	0.046739317	0
0.320959379	0.029304036	0
0.403266104	0.054285877	0
0.333215094	0.019271083	0
0.351001897	0.033392482	0
0.338125924	0.027726865	0
0.272052924	0.081083275	0
0.287471729	0.034545914	0
0.294939497	0.024067279	0
0.302349801	0.022275718	0
0.372952517	0.01959842	0
0.306861769	0.0274376	0
0.327267779	0.021633036	0
0.337088724	0.019884002	0
0.262544568	0.006921792	0
0.267722402	0.01104318	0
0.20429594	0.011478992	0
0.314867552	0.014282351	0
0.287864392	0.022827708	0
0.302998552	0.02472335	0
0.298452919	0.012457786	0
0.270442051	0.018958058	0
0.356489287	0.022162481	0
0.328261273	0.004445594	0
0.354572229	0.008556841	0
0.361226815	0.005788455	0
0.288835695	0.390697162	0
0.332261819	0.187041895	0
0.346274195	0.242748164	0
0.332963158	0.231532905	0
0.338633231	0.276013895	0
0.347983072	0.25876497	0
0.333628557	0.252995167	0
0.377377997	0.013175151	0
0.315381723	0.285457854	0
0.267085008	0.013683884	0
0.279858147	0.020845733	0
0.325575474	0.031741955	0
0.289518599	0.025042741	0
0.274357307	0.004100806	0
0.287155724	0.015849272	0
0.26884266	0.015983576	0
0.263633398	0.020168226	0
0.296262976	0.030684233	0
0.262308707	0.000817097	0
0.264001693	0.003358184	0
0.299804118	0.034682875	0
0.295519074	0.028836695	0
0.302594808	0.047379983	0
0.249584297	0.060163666	0
0.48884474	0.157863965	0
0.310713863	0.063263522	0
0.325996664	0.027582183	0
0.316097245	0.029338994	0
0.314916939	0.032400653	0
0.314593709	0.041862181	0
0.321676217	0.025204333	0
0.308901677	0.029714759	0
0.324218156	0.019082154	0
0.312166233	0.044343139	0
0.340908452	0.058964205	0
0.340491048	0.02988434	0
0.359138918	0.051884669	0
0.28436404	0.025711154	0
0.363681497	0.006429925	0
0.361390998	0.016340227	0
